data,precipitazioni(mm),temperatura(°C)
2023/02/04,0.0,7.64
2023/02/05,0.0,10.61
2023/02/06,0.0,5.47
2023/02/07,0.0,4.14
2023/02/08,0.0,2.87
2023/02/09,0.0,1.84
2023/02/10,0.0,2.08
2023/02/11,0.0,1.62
2023/02/12,0.0,3.12
2023/02/13,0.0,6.44
2023/02/14,0.0,6.09
2023/02/15,0.0,7.43
2023/02/16,0.0,8.87
2023/02/17,0.0,8.99
2023/02/18,0.0,9.47
2023/02/19,0.0,10.25
2023/02/20,0.0,9.64
2023/02/21,0.0,8.66
2023/02/22,0.0,10.2
2023/02/23,0.0,11.15
2023/02/24,0.0,11.58
2023/02/25,0.0,11.21
2023/02/26,0.0,12.02
2023/02/27,1.2,6.15
2023/02/28,0.2,5.42
2023/03/01,0.0,5.58
2023/03/02,6.6,4.33
2023/03/03,0.2,6.67
2023/03/04,0.0,9.43
2023/03/05,0.0,9.61
2023/03/06,0.0,10.37
2023/03/07,0.0,10.9
2023/03/08,0.0,10.8
2023/03/09,0.0,11.32
2023/03/10,0.0,13.98
2023/03/11,0.0,13.17
2023/03/12,0.0,16.2
2023/03/13,0.0,12.35
2023/03/14,0.0,12.08
2023/03/15,3.0,12.5
2023/03/16,0.0,12.2
2023/03/17,0.0,9.87
2023/03/18,0.0,9.7
2023/03/19,0.0,10.99
2023/03/20,0.0,11.33
2023/03/21,0.0,12.36
2023/03/22,0.0,13.55
2023/03/23,0.0,15.45
2023/03/24,0.0,15.05
2023/03/25,0.0,15.34
2023/03/26,0.0,16.81
2023/03/27,4.2,11.49
2023/03/28,0.0,12.85
2023/03/29,0.0,11.37
2023/03/30,0.0,12.87
2023/03/31,0.0,14.32
2023/04/01,0.0,13.74
2023/04/02,0.0,15.29
2023/04/03,0.0,13.57
2023/04/04,0.0,12.57
2023/04/05,0.0,9.24
2023/04/06,0.0,8.44
2023/04/07,0.0,9.74
2023/04/08,0.0,10.07
2023/04/09,0.0,12.48
2023/04/10,0.0,12.89
2023/04/11,0.0,13.0
2023/04/12,0.0,15.2
2023/04/13,1.0,12.98
2023/04/14,24.0,9.58
2023/04/15,0.0,13.13
2023/04/16,0.0,13.05
2023/04/17,0.4,13.85
2023/04/18,0.0,13.84
2023/04/19,0.0,16.17
2023/04/20,0.0,17.22
2023/04/21,0.0,13.46
2023/04/22,0.0,15.07
2023/04/23,0.0,16.73
2023/04/24,0.0,18.27
2023/04/25,2.6,17.97
2023/04/26,0.2,13.77
2023/04/27,0.0,15.13
2023/04/28,0.0,16.53
2023/04/29,0.0,17.23
2023/04/30,0.4,17.35
2023/05/01,0.0,17.82
2023/05/02,3.6,15.19
2023/05/03,9.8,14.83
2023/05/04,0.0,16.97
2023/05/05,0.0,19.05
2023/05/06,0.0,20.65
2023/05/07,0.0,21.82
2023/05/08,1.4,21.5
2023/05/09,0.0,19.8
2023/05/10,4.8,18.87
2023/05/11,20.2,13.05
2023/05/12,0.2,15.29
2023/05/13,46.8,13.87
2023/05/14,0.2,15.01
2023/05/15,11.2,14.29
2023/05/16,0.0,16.79
2023/05/17,2.0,14.96
2023/05/18,1.6,15.64
2023/05/19,0.0,17.12
2023/05/20,6.0,14.56
2023/05/21,20.6,15.26
2023/05/22,1.2,19.35
2023/05/23,0.0,21.47
2023/05/24,0.0,22.33
2023/05/25,0.0,20.92
2023/05/26,0.0,20.07
2023/05/27,0.0,22.58
2023/05/28,0.0,22.74
2023/05/29,0.0,23.32
2023/05/30,0.0,22.62
2023/05/31,0.0,22.87
2023/06/01,0.0,22.83
2023/06/02,0.0,22.94
2023/06/03,0.8,22.78
2023/06/04,2.0,21.71
2023/06/05,8.2,20.26
2023/06/06,1.0,19.14
2023/06/07,0.0,22.07
2023/06/08,0.4,21.24
2023/06/09,0.0,23.08
2023/06/10,0.0,23.15
2023/06/11,0.6,22.55
2023/06/12,0.2,24.56
